G_S,order,Family,Genus,species,CI,Loght,ANG_GYM,native,Functional_group,LogGeoRangeST,LogGeoRangeCO,LogPSR
Solanum_jamesii,SOLANALES                       ,Solanaceae                      ,Solanum         ,jamesii                                         ,1.361727836,-0.515985038,angio   ,1,HERB    ,6.276701014,5.622807128,0.301029996
Solanum_rostratum,SOLANALES                       ,Solanaceae                      ,Solanum         ,rostratum                                       ,1.431363764,0.086074953,angio   ,1,HERB    ,6.871458451,6.502648287,1.361727836
Solidago_canadensis,Asterales                       ,Asteraceae                      ,Solidago        ,canadensis                                      ,2.472756449,0.329113002,angio   ,1,HERB    ,6.955996831,6.638936402,1.447158031
Solidago_pinetorum,Asterales                       ,Asteraceae                      ,Solidago        ,pinetorum                                       ,0,0.086074953,angio   ,1,HERB    ,5.481690665,5.032947289,0.301029996
Sophora_nuttalliana,Fabales                         ,Fabaceae                        ,Sophora         ,nuttalliana                                     ,0.301029996,-0.214955042,angio   ,1,HERB    ,6.398670728,6.044980356,0.477121255
Sophora_secundiflora,Fabales                         ,Fabaceae                        ,Sophora         ,secundiflora                                    ,1.591064607,0.660106221,angio   ,1,shrub   ,5.9917482,5.214777424,0.477121255
Sophora_tomentosa,Fabales                         ,Fabaceae                        ,Sophora         ,tomentosa                                       ,1.531478917,0.182984966,angio   ,1,shrub   ,5.907804735,4.832653349,0.477121255
Sorbus_americana,Rosales                         ,Rosaceae                        ,Sorbus          ,americana                                       ,1.230448921,0.961136217,angio   ,1,A-TREE  ,6.229091394,5.722136844,1.591064607
Sorbus_sitchensis,Rosales                         ,Rosaceae                        ,Sorbus          ,sitchensis                                      ,0.84509804,0.785044958,angio   ,1,shrub   ,6.32839041,5.570005952,1.301029996
Spergularia_macrotheca,Caryophyllales                  ,Caryophyllaceae                 ,Spergularia     ,macrotheca                                      ,0,-0.515985038,angio   ,1,HERB    ,5.911428492,5.335447783,0.301029996
Staphylea_bolanderi,Crossomatales                   ,Staphyleacea                    ,Staphylea       ,bolanderi,0,0.785044958,angio   ,1,shrub   ,5.601289521,4.860125302,0
Staphylea_trifolia,Crossomatales                   ,Staphyleacea                    ,Staphylea       ,trifolia                                        ,0.602059991,0.785044958,angio   ,1,shrub   ,6.537314063,6.177427997,1.322219295
Stillingia_sylvatica,Euphorbiales                    ,Euphorbiaceae                   ,Stillingia      ,sylvatica                                       ,0.477121255,0.086074953,angio   ,1,HERB    ,6.450568536,5.8653634,0.477121255
Symphoricarpos_acutus,DIPSACALES                      ,Caprifoliaceae                  ,Symphoricarpos  ,acutus                                          ,0,0.182984966,angio   ,1,shrub   ,5.966686911,5.075754324,0.477121255
Symphoricarpos_albus,DIPSACALES                      ,Caprifoliaceae                  ,Symphoricarpos  ,albus                                           ,1.414973348,0.086074953,angio   ,1,shrub   ,6.764560735,6.344024786,1.322219295
Symphoricarpos_mollis,DIPSACALES                      ,Caprifoliaceae                  ,Symphoricarpos  ,mollis                                          ,0.301029996,-0.038863783,angio   ,1,shrub   ,5.832760603,5.536241048,0.903089987
Symphoricarpos_orbiculatus,DIPSACALES                      ,Caprifoliaceae                  ,Symphoricarpos  ,orbiculatus                                     ,0.84509804,-0.038863783,angio   ,1,shrub   ,6.659830986,6.149143126,0.954242509
Symphyotrichum_laeve,Asterales                       ,Asteraceae                      ,Symphyotrichum  ,laeve                                           ,0.301029996,0.086074953,angio   ,1,HERB    ,6.530128937,6.351088395,1
Symphyotrichum_novaeangliae,Asterales                       ,Asteraceae                      ,Symphyotrichum  ,novae-angliae                                   ,0.477121255,0.086074953,angio   ,1,HERB    ,6.738213537,6.200918529,1
Taraxacum_lyratum,Asterales                       ,Asteraceae                      ,Taraxacum       ,lyratum                                         ,0.477121255,-0.515985038,angio   ,1,HERB    ,6.490265919,6.23620368,0.301029996
Taraxacum_officinale,Asterales                       ,Asteraceae                      ,Taraxacum       ,officinale                                      ,2.740362689,-0.214955042,angio   ,1,HERB    ,6.919410232,6.828387178,1.322219295
Taxus_brevifolia,Pinales                         ,Taxaceae                        ,Taxus           ,brevifolia                                      ,2.72916479,1.387104949,gymno   ,1,G-TREE  ,6.424840001,5.724432543,1.51851394
Taxus_canadensis,Pinales                         ,Taxaceae                        ,Taxus           ,canadensis                                      ,2.220108088,0.182984966,gymno   ,1,shrub   ,6.358255097,5.963151686,1.204119983
Thalictrum_dasycarpum,Ranunculales                    ,Ranunculaceae                   ,Thalictrum      ,dasycarpum                                      ,0.477121255,0.262166212,angio   ,1,HERB    ,6.760718668,6.263145812,1.491361694
Thalictrum_dioicum,Ranunculales                    ,Ranunculaceae                   ,Thalictrum      ,dioicum                                         ,0.903089987,-0.038863783,angio   ,1,HERB    ,6.525423735,6.073253131,1.278753601
Thalictrum_macrostylum,Ranunculales                    ,Ranunculaceae                   ,Thalictrum      ,macrostylum                                      ,0.301029996,0.329113002,angio   ,1,HERB    ,5.924123067,4.865373537,0.477121255
Thuja_occidentalis,Pinales                         ,Cupressaceae                    ,Thuja           ,occidentalis                                    ,2.550228353,1.329113002,gymno   ,1,G-TREE  ,6.281205777,5.91748408,1.886490725
Thuja_plicata,Pinales                         ,Cupressaceae                    ,Thuja           ,plicata                                         ,2.703291378,1.727053011,gymno   ,1,G-TREE  ,6.32839043,5.536114526,2.184691431
Tilia_americana,Mavales                         ,Tilliaceae                      ,Tilia           ,americana                                       ,2.029383778,1.484014962,angio   ,1,A-TREE  ,6.659830986,6.406282104,2.11058971
Tilia_cordata,Mavales                         ,Tilliaceae                      ,Tilia           ,cordata                                         ,2.492760389,1.182984966,angio   ,0,A-TREE  ,5.410609049,4.686378482,0.84509804
Toxicodendron_diversilobum,Sapindales                      ,Anacardiaceae                   ,Toxicodendron   ,diversilobum                                  ,1.447158031,0.484014962,angio   ,1,shrub   ,6.040052915,5.702343515,1.462397998
Toxicodendron_pubescens,Sapindales                      ,Anacardiaceae                   ,Toxicodendron   ,pubescens                                       ,0.602059991,0.086074953,angio   ,1,shrub   ,6.25774844,5.677486095,1.698970004
Toxicodendron_vernix,Sapindales                      ,Anacardiaceae                   ,Toxicodendron   ,vernix                                          ,0.602059991,0.785044958,angio   ,1,shrub   ,6.500148097,5.913593565,1.342422681
Trillium_cuneatum,LILIALES                        ,Melanthiaceae                   ,Trillium        ,cuneatum                                        ,0.84509804,-0.214955042,angio   ,1,HERB    ,5.977563527,5.460925539,0.301029996
Trillium_underwoodii,LILIALES                        ,Melanthiaceae                   ,Trillium        ,underwoodii                                     ,0,-0.515985038,angio   ,1,HERB    ,5.589113702,4.796425438,0.301029996
Tsuga_canadensis,Pinales                         ,Pinaceae                        ,Tsuga           ,canadensis                                      ,2.674861141,1.329113002,gymno   ,1,G-TREE  ,6.29681368,5.993095767,2.340444115
Tsuga_caroliniana,Pinales                         ,Pinaceae                        ,Tsuga           ,caroliniana                                     ,1.462397998,1.262166212,gymno   ,1,G-TREE  ,5.745831024,4.781131339,0.698970004
Tsuga_mertensiana,Pinales                         ,Pinaceae                        ,Tsuga           ,mertensiana                                     ,1.944482672,1.484014962,gymno   ,1,G-TREE  ,6.3822254,5.808174764,1.857332496
Ulmus_americana,Urticales                       ,Ulmaceae                        ,Ulmus           ,americana                                       ,2.307496038,1.484014962,angio   ,1,A-TREE  ,6.715193758,6.505761713,2.243038049
Ulmus_rubra,Urticales                       ,Ulmaceae                        ,Ulmus           ,rubra                                           ,1.72427587,1.329113002,angio   ,1,A-TREE  ,6.659830986,6.323033401,1.491361694
Ulmus_thomasii,Urticales                       ,Ulmaceae                        ,Ulmus           ,thomasii                                        ,0.477121255,1.484014962,angio   ,1,A-TREE  ,6.390356457,5.651634904,1
Urtica_chamaedryoides,Urticales                       ,Urticaceae                      ,Urtica          ,chamaedryoides                                  ,0.477121255,-0.038863783,angio   ,1,HERB    ,6.458237086,5.654533485,0.602059991
Urtica_dioica,Urticales                       ,Urticaceae                      ,Urtica          ,dioica                                          ,2.814913181,0.484014962,angio   ,1,HERB    ,6.908268027,6.622872352,1.322219295
Uvularia_grandiflora,LILIALES                        ,Colchicaceae                    ,Uvularia        ,grandiflora                                     ,0.698970004,-0.038863783,angio   ,1,HERB    ,6.539437605,6.17097697,0.602059991
Vaccinium_angustifolium,Ericales                        ,Ericaceae                       ,Vaccinium       ,angustifolium                                   ,2.451786436,-0.214955042,angio   ,1,shrub   ,6.226426256,6.028097628,1.230448921
Vaccinium_cespitosum,Ericales                        ,Ericaceae                       ,Vaccinium       ,cespitosum                                     ,0.77815125,-0.515985038,angio   ,1,shrub   ,6.623376355,6.103691651,1.079181246
Vaccinium_macrocarpon,Ericales                        ,Ericaceae                       ,Vaccinium       ,macrocarpon                                     ,2.568201724,-0.515985038,angio   ,1,shrub   ,6.349422326,5.949164693,1.69019608
Vaccinium_membranaceum,Ericales                        ,Ericaceae                       ,Vaccinium       ,membranaceum                                    ,1.278753601,0.182984966,angio   ,1,shrub   ,6.430298631,5.877554951,1.146128036
Vaccinium_pallidum,Ericales                        ,Ericaceae                       ,Vaccinium       ,pallidum                                        ,1.146128036,-0.214955042,angio   ,1,shrub   ,6.468062287,6.074671227,0.954242509
Vaccinium_stamineum,Ericales                        ,Ericaceae                       ,Vaccinium       ,stamineum                                       ,1.278753601,0.688134945,angio   ,1,shrub   ,6.524572699,6.148469223,0.903089987
Vaccinium_uliginosum,Ericales                        ,Ericaceae                       ,Vaccinium       ,uliginosum                                      ,2.146128036,-0.214955042,angio   ,1,shrub   ,6.539815001,5.794195866,1
Verbena_bracteata,Lamiales                        ,Verbenaceae                     ,Verbena         ,bracteata                                       ,0.301029996,-0.214955042,angio   ,1,HERB    ,6.879455524,6.62526643,0.602059991
Verbena_stricta,Lamiales                        ,Verbenaceae                     ,Verbena         ,stricta                                         ,0.698970004,-0.038863783,angio   ,1,HERB    ,6.804317027,6.270146501,1
Verbena_xutha,Lamiales                        ,Verbenaceae                     ,Verbena         ,xutha                                           ,0,-0.038863783,angio   ,1,HERB    ,6.212747403,5.336698117,0.301029996
Verbesina_encelioides,Asterales                       ,Asteraceae                      ,Verbesina       ,encelioides                                      ,1.322219295,-0.214955042,angio   ,1,HERB    ,6.777737279,6.165739488,1.113943352
Verbesina_rothrockii,Asterales                       ,Asteraceae                      ,Verbesina       ,rothrockii                                      ,0,-0.214955042,angio   ,1,HERB    ,5.779309705,4.913884669,0.477121255
Vernonia_gigantea,Asterales                       ,Asteraceae                      ,Vernonia        ,gigantea                                        ,0.301029996,0.329113002,angio   ,1,HERB    ,6.542965175,6.056700283,0.84509804
Vernonia_noveboracensis,Asterales                       ,Asteraceae                      ,Vernonia        ,noveboracensis                                  ,0.301029996,0.086074953,angio   ,1,HERB    ,6.154203513,5.734787023,1.146128036
Veronica_americana,Scrophulariales                 ,Scrophulariaceae                ,Veronica        ,americana                                     ,0,-0.612895051,angio   ,1,HERB    ,6.890411237,6.582941297,0.602059991
Veronica_arvensis,Scrophulariales                 ,Scrophulariaceae                ,Veronica        ,arvensis                                        ,1.612783857,-0.515985038,angio   ,0,HERB    ,6.974527858,6.44059641,0.84509804
Veronicastrum_virginicum,Scrophulariales                 ,Scrophulariaceae                ,Veronicastrum   ,virginicum                                      ,0.698970004,0.262166212,angio   ,1,HERB    ,6.657318904,6.096453549,0.477121255
Viburnum_acerifolium,DIPSACALES                      ,Adoxaceae                       ,Viburnum        ,acerifolium                                     ,1.041392685,0.262166212,angio   ,1,shrub   ,6.490358661,6.129810293,0.903089987
Viburnum_australe,DIPSACALES                      ,Adoxaceae                       ,Viburnum        ,australe                                        ,0,0.086074953,angio   ,1,shrub   ,5.826398653,3.768289273,0.301029996
Viburnum_lantanoides,DIPSACALES                      ,Adoxaceae                       ,Viburnum        ,lantanoides                                     ,1.146128036,0.484014962,angio   ,1,shrub   ,6.038157967,5.638415714,0.477121255
Viburnum_lentago,DIPSACALES                      ,Adoxaceae                       ,Viburnum        ,lentago                                         ,0.954242509,0.881954971,angio   ,1,A-TREE  ,6.507181193,6.104879439,1.380211242
Viburnum_nudum,DIPSACALES                      ,Adoxaceae                       ,Viburnum        ,nudum                                           ,0.602059991,0.660106221,angio   ,1,shrub   ,6.450449931,6.142829028,1.113943352
Viburnum_obovatum,DIPSACALES                      ,Adoxaceae                       ,Viburnum        ,obovatum                                        ,0.698970004,0.785044958,angio   ,1,shrub   ,5.619536794,5.279763872,0.77815125
Zanthoxylum_americanum,Sapindales                      ,Rutaceae                        ,Zanthoxylum     ,americanum                                      ,1.041392685,0.785044958,angio   ,1,shrub   ,6.576189666,6.09445147,1.113943352
Zanthoxylum_clavaherculis,Sapindales                      ,Rutaceae                        ,Zanthoxylum     ,clava-herculis                                  ,0.954242509,1.086074953,angio   ,1,A-TREE  ,6.285750111,5.654412307,0.77815125
Zanthoxylum_fagara,Sapindales                      ,Rutaceae                        ,Zanthoxylum     ,fagara                                          ,1.643452676,0.881954971,angio   ,1,A-TREE  ,5.907804735,5.106676089,1
